ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,Date,Genome_coverage,Assembly_method,Sequencing_technology,Assembly_type,Assembly_level,scaffold_N50,scaffold_count,total_length,gene_count,gene_length_mean,exon_count,exon_length_mean,CDS_count,CDS_length_mean,intron_count,intron_length_mean,softmasked_percent,GC_percent
GCA_022385805.1_Tralj1,2735509,Pilatotrama ljubarskyi,BRFM 1659,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Pilatotrama,Pilatotrama ljubarskyi,2022-02-17,86.3x,AllPathsLG v. R47710,Illumina,haploid,Scaffold,327146,311,34004100,13458,1750.13,75645,253.82,72615,225.42,62185,70.00,8.88,56.41
GCA_900155495.1_Tinctoporellus_epimiltinus_RS1,81058,Porogramme epimiltina,,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Porogramme,Porogramme epimiltina,2019-12-04,74x,,,haploid,Scaffold,58906,2002,46180263,0,0,0,0,0,0,0,0,12.82,57.54
GCA_005298045.1_ASM529804v1,2048520,Pleurotus ostreatoroseus,DPUA 1720,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatoroseus,2019-05-13,75.0x,SOAPdenovo v. 2,Illumina HiSeq,haploid,Contig,,,38588587,11510,1639.34,56352,274.88,56138,275.62,44842,75.34,5.93,52.62
GCF_001653235.2_ASM165323v2,1380566,Pochonia chlamydosporia 170,170,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Pochonia,Pochonia chlamydosporia,2017-07-10,211.0x,other v. Jul-2016,Illumina HiSeq; PacBio,haploid,Chromosome,5359152,49,44215803,14317,1511.65,36020,546.71,35906,548.16,21702,89.85,5.84,49.49
GCA_900536885.1_Peniophora_sp._CBMAI1063,718367,Peniophora sp. CBMAI 1063,,Basidiomycota,,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp. CBMAI 1063,2019-08-29,165x,,,haploid,Scaffold,155805,833,46982497,17204,1690.20,190918,259.93,96701,259.27,78848,61.99,7.69,55.14
GCA_951640195.1_gfPorCaly1.1,1398758,Porpolomopsis calyptriformis,,Basidiomycota,,Agaricomycetes,,Agaricales,Hygrophoraceae,Porpolomopsis,Porpolomopsis calyptriformis,2023-05-18,658x,various,"PacBio,Arima2",haploid (principal pseudohaplotype of diploid),Chromosome,2289695,17,33544692,0,0,0,0,0,0,0,0,15.99,47.45
GCF_000226545.1_ASM22654v1,515849,Podospora anserina S mat+,S mat+,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora anserina,2008-05-14,,,,haploid,Contig,,,34718894,10518,1593.03,24305,647.27,23944,655.68,13401,79.40,11.09,51.53
GCA_024663435.1_Pismi_AB1_1,2614595,Pisolithus sp. B1,B1,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus sp. B1,2022-08-12,209.2x,pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio,haploid,Contig,,,64705422,12801,1703.12,77840,223.12,75275,202.34,65028,68.20,12.80,48.76
GCA_010093785.1_Polci1,1314669,Polychaeton citri CBS 116435,CBS 116435,Ascomycota,,Dothideomycetes,,Capnodiales,Capnodiaceae,Polychaeton,Polychaeton citri,2020-01-31,145.2x,AllPathsLG release v. R42328,Illumina,haploid,Scaffold,280913,416,27207581,10629,1650.66,22491,735.79,22026,645.67,11856,84.61,6.20,51.52
GCA_038094255.1_BD858-Porphyrellus-niger,2842278,Porphyrellus aff. niger,UT-M0000331,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Porphyrellus,Porphyrellus aff. niger,2024-04-12,49.241596709640866x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,4617,44361,46900026,0,0,0,0,0,0,0,0,13.51,49.89
GCA_038091315.1_MICH12342-Tylopilus-cyaneotinctus,2713060,Porphyrellus cyaneotinctus,MICH12342,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Porphyrellus,Porphyrellus cyaneotinctus,2024-04-12,75.17841013878834x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,15594,18689,53289339,0,0,0,0,0,0,0,0,17.08,49.33
GCA_030574375.1_ASM3057437v1,45501,Priceomyces castillae,NRRL Y-7501,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces castillae,2023-07-31,19.9586506696x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,341274,83,10619056,0,0,0,0,0,0,0,0,8.34,36.82
GCA_001553865.1_ASM155386v1,1712568,Preussia sp. BSL10,BSL10,Ascomycota,,Dothideomycetes,,Pleosporales,Sporormiaceae,Preussia,Preussia sp. BSL10,2016-02-09,46.0x,CLC Genomic work Bench v. 8.0.3,Illumina,haploid,Contig,,,31475124,0,0,0,0,0,0,0,0,6.95,52.79
GCA_019677325.2_ASM1967732v2,5321,Pleurotus cornucopiae,CCMSSC00406,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus cornucopiae,2021-08-25,300.0x,allmap v. October 2019,Illumina,haploid,Complete Genome,3564128,11,32382086,10437,1949.57,68842,233.18,68842,233.18,58405,73.54,5.41,50.04
GCA_023627725.1_ASM2362772v1,2940325,Preussia sp. D2B6,D2B6,Ascomycota,,Dothideomycetes,,Pleosporales,Sporormiaceae,Preussia,Preussia sp. D2B6,2022-06-01,105x,SPAdes v. 3.14.6,Illumina HiSeq,haploid,Scaffold,1712493,50,33263517,0,0,0,0,0,0,0,0,6.07,52.70
GCA_030574455.1_ASM3057445v1,45549,Priceomyces fermenticarens,NRRL Y-17321,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces fermenticarens,2023-07-31,23.2352759755x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,301382,85,11039384,0,0,0,0,0,0,0,0,8.98,39.26
GCF_024613125.1_Pisori2,936130,Pisolithus orientalis,OTSU,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus orientalis,2022-08-10,296.02x,Falcon pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio,haploid,Contig,,,57997239,12410,1736.22,76945,223.33,74443,201.50,64509,67.65,13.22,48.14
GCF_035222275.1_CBS112042p_1.0,2093777,Podospora bellae-mahoneyi,CBS 112042,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora bellae-mahoneyi,2024-01-12,56x,Miniasm v. 0.2,Oxford Nanopore MinION,haploid,Chromosome,4041613,10,34419247,11453,2021.29,29782,721.86,28026,569.01,18319,90.21,11.15,51.67
GCA_001599895.1_JCM_1635_assembly_v001,45502,Priceomyces haplophilus,JCM 1635,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces haplophilus,2016-03-01,273x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,1142060,9,10517128,0,0,0,0,0,0,0,0,9.37,41.03
GCA_031081885.1_ZIM1115,27298,Priceomyces melissophilus,ZIM 1115,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces melissophilus,2023-09-02,215x,SPAdes v. 3.13.1,Illumina NovaSeq,haploid,Scaffold,599050,39,10700938,0,0,0,0,0,0,0,0,9.22,38.62
GCA_030570455.1_ASM3057045v1,45504,Priceomyces medius,NRRL Y-7122,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces medius,2023-07-31,95.8724944504x,SPADES v. 3.7,Illumina HiSeq,haploid,Scaffold,1072194,167,11068445,0,0,0,0,0,0,0,0,10.05,36.88
GCA_033297215.1_Podfim1,252190,Podospora fimiseda,CBS 990.96,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora fimiseda,2023-10-26,185.89x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,180942,626,36304237,12684,1769.63,30141,687.85,29116,600.15,17457,98.16,12.09,48.23
GCA_003717255.1_ASM371725v1,42469,Protomyces gravidus,NRRL Y-17093,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces gravidus,2018-11-07,33.2x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,11531250,0,0,0,0,0,0,0,0,6.64,50.89
GCA_003568695.1_ASM356869v1,1882900,Protomyces arabidopsidicola,C29,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces arabidopsidicola,2018-09-13,31.1x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,11927991,0,0,0,0,0,0,0,0,6.54,50.91
GCA_033296905.1_Podaus1,1536484,Podospora australis,PSN309,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora australis,2023-10-26,177.86x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,228406,578,37782204,12224,1883.20,32304,644.98,31490,557.98,20080,108.80,8.83,52.01
GCA_003717155.1_ASM371715v1,27332,Protomyces inouyei,NRRL YB-4354,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces inouyei,2018-11-07,27.8x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,12933910,0,0,0,0,0,0,0,0,7.25,51.10
GCA_002335605.1_JCM_1530_v001,181175,Prillingera fragicola,JCM 1530,Basidiomycota,,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Prillingera,Prillingera fragicola,2017-08-30,53x,"spades v. 3.6.2, SSPACE Standard v. 3.0",MiSeq,haploid,Scaffold,1928959,21,20263689,0,0,0,0,0,0,0,0,9.14,58.21
GCA_003717165.1_ASM371716v1,27333,Protomyces inundatus,NRRL Y-6349,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces inundatus,2018-11-07,23.7x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,14088234,0,0,0,0,0,0,0,0,7.28,52.83
GCF_035222475.1_CBS411.78m_1.0,2093780,Podospora pseudopauciseta,CBS 411.78,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora pseudopauciseta,2024-01-12,38x,Miniasm v. 0.2,Oxford Nanopore MinION,haploid,Chromosome,4347980,11,36170494,11568,2024.73,29958,725.14,28210,573.82,18379,92.45,11.89,51.00
GCA_003717175.1_ASM371717v1,48147,Protomyces macrosporus,NRRL Y-12879,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces macrosporus,2018-11-07,28.3x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,13095064,0,0,0,0,0,0,0,0,7.55,52.66
GCA_003717275.1_ASM371727v1,48148,Protomyces pachydermus,NRRL YB-4355,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces pachydermus,2018-11-07,30.3x,SPAdes v. 3.1.1,Illumina MiSeq,haploid,Contig,,,12007681,0,0,0,0,0,0,0,0,6.70,51.17
GCF_035222485.1_CBS124.78p_1.0,2609844,Podospora pseudoanserina,CBS 124.78,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora pseudoanserina,2024-01-12,64x,Miniasm v. 0.2,Oxford Nanopore MinION,haploid,Chromosome,4722338,10,34930426,11539,2030.04,30027,723.59,28267,571.25,18483,91.86,11.16,51.78
GCA_003988795.1_ASM398879v1,2283848,Proliferodiscus dingleyae,D683,Ascomycota,,Leotiomycetes,,Helotiales,Lachnaceae,Proliferodiscus,Proliferodiscus dingleyae,2018-12-31,153.34x,A5 Miseq v. 2016,Illumina HiSeq,haploid,Scaffold,929377,70,34013099,0,0,0,0,0,0,0,0,5.58,48.11
GCF_035222375.1_CBS415.72m_1.0,2093779,Podospora pseudocomata,CBS 415.72m,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora pseudocomata,2024-01-12,27x,Miniasm v. 0.2,Oxford Nanopore MinION,haploid,Chromosome,4138304,10,35066400,11714,2028.04,30440,725.55,28647,573.38,18705,90.57,11.04,52.63
GCA_015679605.1_UCR_MepigNRRL5512_1.0,979699,Podila epigama,NRRL 5512,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila epigama,2020-11-24,12.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,15510,3903,32913551,10452,1978.30,38996,407.65,38895,408.51,28544,167.48,19.28,45.65
GCA_033675105.1_Podap1,314037,Podospora appendiculata,CBS 314.62,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora appendiculata,2023-11-15,279.8x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,39954210,12242,1852.79,34867,582.35,33923,507.89,22624,105.07,10.64,55.68
GCF_900007245.1_AQF_AC_PRJEB9495_v1,28549,Priceomyces carsonii,CBS4050,Ascomycota,,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces carsonii,2023-06-12,50x,Newbler,Roche/454,haploid,Scaffold,1791061,10,11764505,6179,1429.36,6444,1367.05,6444,1366.69,265,85.70,11.00,36.76
GCA_022315425.1_Pfur_oli_TBG_2151,136282,Pseudevernia furfuracea,Pfur_oli_TBG_2151,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Pseudevernia,Pseudevernia furfuracea,2022-02-17,26x,meta-Flye v. 1.0; SSPACE-LongRead v. 1.0,PacBio,haploid,Contig,,,38176621,0,0,0,0,0,0,0,0,9.67,47.64
GCA_003666085.1_ASM366608v1,131340,Pseudocercospora crystallina,XJS617,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora crystallina,2018-10-17,102.0x,SPAdes v. 3.5.0,Illumina HiSeq,haploid,Contig,,,36952682,0,0,0,0,0,0,0,0,7.50,52.79
GCA_012978405.1_ASM1297840v1,529468,Pseudocercospora macadamiae,BRIP 55526,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora macadamiae,2020-05-06,96.7x,SPAdes v. 3.13,Illumina NextSeq,haploid,Scaffold,608373,212,40070143,0,0,0,0,0,0,0,0,8.66,49.53
GCA_026120125.1_ASM2612012v1,337446,Pseudocercospora vitis,HUCC 2361,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora vitis,2022-11-10,178x,SPAdes v. 3.12.0,Illumina NovaSeq,haploid,Scaffold,585268,235,30951520,0,0,0,0,0,0,0,0,6.01,52.97
GCA_013365205.1_ASM1336520v1,179343,Pseudocercospora cruenta,Pscow-1,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora cruenta,2020-06-22,90.0x,MaSuRCA v. 3.2.3,Illumina HiSeq,haploid,Scaffold,213878,6227,55623252,0,0,0,0,0,0,0,0,18.11,43.59
GCA_000504365.2_ASM50436v2,1367541,Pseudocercospora pini-densiflorae CBS 125139,CBS 125139,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora pini-densiflorae,2017-04-24,304.0x,ABySS v. 1.5,Illumina HiSeq,haploid,Scaffold,78968,3263,43513371,0,0,0,0,0,0,0,0,9.64,48.97
GCA_022627015.2_ASM2262701v2,79252,Podosphaera aphanis,DRCT72020,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis,2022-03-18,375.0x,SPAdes v. v3.14.1,Illumina NovaSeq,haploid,Scaffold,11409,12357,55605580,17239,1115.49,33052,541.03,33052,541.03,15724,93.85,14.05,43.04
GCA_025677895.1_Morhum1,64523,Podila humilis,PMI 1414,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila humilis,2022-10-13,86.56x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,36204870,12212,1846.31,42416,427.83,41461,382.33,30201,145.74,14.70,48.86
GCA_036873115.1_ASM3687311v1,1718849,Pseudodiploospora longispora,2022051405-3,Ascomycota,,Sordariomycetes,,Hypocreales,Pseudodiploosporaceae,Pseudodiploospora,Pseudodiploospora longispora,2024-02-26,94.0x,SOAPdenovo v. SEP-2022,PacBio Sequel,haploid,Scaffold,391252,951,34895829,0,0,0,0,0,0,0,0,10.16,48.00
GCA_040804125.1_ASM4080412v1,44623,Pseudodiscina melaleucoides,MICH352039,Ascomycota,,Pezizomycetes,,Pezizales,Discinaceae,Pseudodiscina,Pseudodiscina melaleucoides,2024-07-22,83.74x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,135227,1331,41318832,0,0,0,0,0,0,0,0,10.55,47.70
GCA_015852495.1_UCR_MepiKOD1059_1.0,979697,Podila epicladia,KOD1059,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila epicladia,2020-12-08,12.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,31490,2579,38094170,11473,1850.77,42443,391.58,42309,392.58,30970,148.99,13.55,48.47
GCA_029641185.1_ASM2964118v1,1664388,Pseudofabraea citricarpa,WZ-H,Ascomycota,,Leotiomycetes,,Helotiales,Dermateaceae,Pseudofabraea,Pseudofabraea citricarpa,2023-04-10,15.0x,SOAPdenovo v. 2,Illumina HiSeq,haploid,Contig,,,44005115,0,0,0,0,0,0,0,0,12.97,44.71
GCA_000739165.1_Mort_vert_NRRL_6337_V1,1069443,Podila verticillata NRRL 6337,NRRL 6337,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila verticillata,2014-08-15,225.0x,Arachne Hybrid Assembler v. Nov. 2010,Illumina; ABI Sanger,haploid,Scaffold,2912254,56,41912894,12768,2051.89,48032,444.83,47140,415.44,35146,146.51,14.57,47.66
GCA_033296975.1_Podcom1,3040156,Podospora aff. communis PSN243,PSN243,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora aff. communis PSN243,2023-10-26,144.62x,SPAdes v. 3.15.2,Illumina,haploid,Scaffold,548238,170,41929327,14793,1828.21,40050,618.62,39113,540.41,25257,89.83,8.57,55.48
GCA_001630605.1_ASM163060v1,79858,Pseudogymnoascus pannorum,ATCC 16222,Ascomycota,,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus pannorum,2016-04-25,77.0x,SOAPdenovo v. 2.21,Illumina MiSeq,haploid,Scaffold,266187,599,30534672,0,0,0,0,0,0,0,0,8.44,49.56
GCA_015852385.1_UCR_MclonAM1000_1.0,979688,Podila clonocystis,AM1000,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila clonocystis,2020-12-08,14.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,33105,2928,41421736,11858,1835.36,43932,389.14,43761,390.37,32074,145.54,13.41,48.39
GCA_016098005.1_UCR_MminAD069_1.0,64525,Podila minutissima,AD069,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila minutissima,2020-12-16,14.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,30349,3215,39396580,12023,1837.98,44554,388.49,44416,389.46,32531,147.23,14.42,49.42
GCA_001630575.1_ASM163057v1,1752145,Pseudogymnoascus sp. 04NY16,04NY16,Ascomycota,,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 04NY16,2016-05-27,29.0x,SOAPdenovo v. 2.21; samtools v. 1.2; GATK v. 3.3.0,Illumina MiSeq,haploid,Scaffold,32094,3119,31314325,0,0,0,0,0,0,0,0,8.52,49.91
GCA_015679535.1_UCR_MhortCK413_1.0,311239,Podila horticola,CK413,Mucoromycota,,Mortierellomycetes,,Mortierellales,Mortierellaceae,Podila,Podila horticola,2020-11-24,15.0x,SPAdes v. 3.13.1; AAFTF v. 0.2.3,Illumina HiSeq,haploid,Scaffold,56369,2108,40418669,11976,1873.84,44601,393.17,44469,394.11,32625,150.36,13.89,49.01
GCA_024613185.1_Pismi2,178872,Pisolithus microcarpus,441,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus,2022-08-10,92.52x,Falcon pb-assembly v. 0.0.2; falcon-kit v. 1.2.3; pypeflow v. 2.1.0,PacBio,haploid,Contig,,,77250852,16927,1610.33,95969,226.88,93134,206.09,79035,69.48,11.92,49.05
GCA_002573605.1_Poly_hyst_7299_V1,1447883,Polytolypa hystricis UAMH7299,UAMH7299,Ascomycota,,Eurotiomycetes,,Onygenales,,Polytolypa,Polytolypa hystricis,2017-10-17,163x,allpaths v. R42179,Illumina,haploid,Scaffold,135694,641,34692036,9934,1636.81,30827,464.82,30827,464.82,20893,92.42,15.60,45.62
GCA_001630595.1_ASM163059v1,1436940,Pseudogymnoascus sp. BL308,BL308,Ascomycota,,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. BL308,2016-05-27,65.0x,SOAPdenovo v. 2.21; samtools v. 2.1; GATK v. 3.3.0,Illumina MiSeq,haploid,Scaffold,56645,3126,31419026,0,0,0,0,0,0,0,0,9.31,50.49
GCA_001630585.1_ASM163058v1,1436941,Pseudogymnoascus sp. BL549,BL549,Ascomycota,,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. BL549,2016-04-25,26.0x,SOAPdenovo v. 2.21,Illumina MiSeq,haploid,Scaffold,39454,2106,25864194,0,0,0,0,0,0,0,0,7.66,51.11
GCA_000827315.1_Piloderma_croceum_F_1598_v1.0,765440,Piloderma croceum F 1598,F 1598,Basidiomycota,,Agaricomycetes,,Atheliales,Atheliaceae,Piloderma,Piloderma croceum,2015-01-30,102.8x,Allpaths-LG v. R36892,Illumina,haploid,Scaffold,529349,715,59326866,21593,1448.01,102341,247.12,97599,219.39,80729,74.13,7.10,40.81
GCA_030180035.1_ASM3018003v1,3041820,Pseudogymnoascus sp. SDFLT0511,SDFLT0511,Ascomycota,,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. SDFLT0511,2023-06-06,285.0x,SPAdes v. 3.12,Illumina NovaSeq; PacBio Sequel,haploid,Contig,,,33547661,0,0,0,0,0,0,0,0,7.68,50.50
GCA_016165855.1_IBUN_P_ulei_V1,1740738,Pseudocercospora ulei,GCL012,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora ulei,2020-12-21,100.0x,HGAP v. 1.8,PacBio; Illumina HiSeq; Oxford Nanopore MinION,haploid,Scaffold,2827303,215,93730151,0,0,0,0,0,0,0,0,69.87,50.25
GCA_024663475.1_Pisthe1,2136032,Pisolithus thermaeus,11,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus thermaeus,2022-08-12,106.31x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,81921463,16021,1643.85,93424,226.12,89632,205.09,77396,67.33,11.33,49.04
GCF_002105105.1_Prola1,2754530,Protomyces lactucae-debilis,12-1054,Ascomycota,,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces lactucae-debilis,2017-04-20,20x,Falcon v. 0.3.0,PacBio,haploid,Contig,,,12928838,6767,1431.48,11118,846.30,10768,762.85,4350,63.84,6.69,51.24
GCA_010093805.1_Polfu1,682080,Polyplosphaeria fusca,CBS 125425,Ascomycota,,Dothideomycetes,,Pleosporales,Tetraplosphaeriaceae,Polyplosphaeria,Polyplosphaeria fusca,2020-01-31,151x,AllPathsLG v. R49403,Illumina,haploid,Scaffold,180826,468,37009770,15246,1620.50,40940,554.45,40070,488.25,25688,78.14,6.54,53.13
GCA_038089375.1_SWK209-Pseudoaustroboletus-valens,1643523,Pseudoaustroboletus valens,TRTC168382,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Pseudoaustroboletus,Pseudoaustroboletus valens,2024-04-12,71.7422677003914x,SPAdes v. 3.15.5,Illumina NovaSeq,haploid,Scaffold,1258,89025,63550026,0,0,0,0,0,0,0,0,25.10,49.47
GCA_033439775.1_Poddi1,330526,Podospora didyma,CBS 232.78,Ascomycota,,Sordariomycetes,,Sordariales,Podosporaceae,Podospora,Podospora didyma,2023-11-08,95.64x,Falcon v. 0.7.3,PacBio,haploid,Contig,,,48328886,15357,1793.24,44275,555.57,42919,481.89,28908,101.77,8.33,52.95
GCA_024663515.1_Piscro1,2060934,Pisolithus croceorrhizus,74A,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus croceorrhizus,2022-08-12,56.17x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,80714400,16091,1646.19,95265,221.80,91512,201.12,79168,67.70,11.11,48.99
GCA_024613165.1_Pisalb1,178870,Pisolithus albus,SI12,Basidiomycota,,Agaricomycetes,,Boletales,Pisolithaceae,Pisolithus,Pisolithus albus,2022-08-10,176.27x,Falcon v. 1.8.8,PacBio,haploid,Contig,,,87748750,17184,1644.74,97029,235.13,93968,218.81,79843,68.24,23.63,50.27
GCA_012980535.1_ASM1298053v1,28995,Pleurotus pulmonarius,PM_ss5,Basidiomycota,,Agaricomycetes,,Agaricales,Pleurotaceae,Pleurotus,Pleurotus pulmonarius,2020-05-07,149.0x,CANU v. 1.7; FALCON v. 2019-02,PacBio,haploid,Contig,,,39866212,11139,1953.71,76323,221.26,76137,221.59,65184,74.79,6.78,51.04
GCA_027596195.1_ASM2759619v1,2724200,Podochytrium sp. JEL0797,JEL0797,Chytridiomycota,,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Podochytrium,Podochytrium sp. JEL0797,2023-01-09,23.4x,dipSPADes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NovaSeq,haploid,Contig,,,32060568,12365,1612.64,49199,335.15,48877,336.87,36834,93.70,12.07,50.75
GCA_027604665.1_ASM2760466v1,2732419,Polyrhizophydium stewartii,JEL0888,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,,Polyrhizophydium,Polyrhizophydium stewartii,2023-01-09,106.6x,SPAdes v. 3.11.0; AAFTF v. 0.2.3; Pilon v. 1.22,Illumina NextSeq,haploid,Scaffold,11660,3487,23303880,8407,1963.15,36692,338.87,36616,339.42,28285,143.91,22.76,62.84
GCA_039545275.1_JCM_9035_assembly_v001,105771,Pseudomicrostroma phylloplanum,JCM 9035,Basidiomycota,,Exobasidiomycetes,,Microstromatales,,Pseudomicrostroma,Pseudomicrostroma phylloplanum,2024-04-04,339x,ALLPATHS-LG v. 52155,HiSeq 2500,haploid,Scaffold,973801,21,17085242,0,0,0,0,0,0,0,0,11.91,57.41
GCA_003049395.1_ASM304939v1,42149,Pseudohalonectria lignicola,M95,Ascomycota,,Sordariomycetes,,Magnaporthales,Ophioceraceae,Pseudohalonectria,Pseudohalonectria lignicola,2018-04-11,157x,SOAPdenovo v. r240,Illumina GAIIx,haploid,Scaffold,103568,860,41649530,0,0,0,0,0,0,0,0,11.60,55.77
