ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_003316545.1_ASM331654v1,80668,Pulveroboletus ravenelii,MG41,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Pulveroboletus,Pulveroboletus ravenelii
GCF_000264995.1_Punctularia_strigosozonata_v1.0,202698,Punctularia strigosozonata,HHB-11173 SS5,Basidiomycota,Agaricomycotina,Agaricomycetes,,Corticiales,Punctulariaceae,Punctularia,Punctularia strigosozonata
GCF_001653265.1_ASM165326v1,33203,Purpureocillium lilacinum,PLFJ-1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium lilacinum
GCF_022605165.1_ASM2260516v1,2060973,Purpureocillium takamizusanense,PT3,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium takamizusanense
GCA_022814085.1_ASM2281408v1,2918520,Puttea exsequens,T1888
GCA_001644535.1_Pyrsp1,765867,Pyrenochaeta sp. DS3sAY3a,DS3sAY3a,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta sp. DS3sAY3a
GCA_020747015.1_Pyrly1,2829485,Pyrenochaeta sp. MPI-SDFR-AT-0127,MPI-SDFR-AT-0127,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta sp. MPI-SDFR-AT-0127
GCA_000359685.2_ASM35968v2,1295359,Pyrenochaeta sp. UM 256,UM 256,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Cucurbitariaceae,Pyrenochaeta,Pyrenochaeta sp. UM 256
GCA_012365135.1_ASM1236513v1,5028,Pyrenophora graminea,CBS 336.29,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora graminea
GCA_000465215.2_Pysem1.0,91370,Pyrenophora seminiperda,CCB06,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora seminiperda
GCA_014334815.1_ASM1433481v1,97480,Pyrenophora teres f. maculata,P-A14,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora teres
GCF_000149985.1_ASM14998v1,45151,Pyrenophora tritici-repentis,Pt-1C-BFP,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora tritici-repentis
GCA_902806595.1_PH,1955263,Pyrenopolyporus hunteri,MUCL 49339,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Pyrenopolyporus,Pyrenopolyporus hunteri
GCA_021030945.1_ASM2103094v1,427130,Pyrenula aspistea,KRB14,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula aspistea
GCA_021030905.1_ASM2103090v1,1229178,Pyrenula massariospora,TSL107,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula massariospora
GCF_004355905.1_ASM435590v1,148305,Pyricularia grisea,NI907,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia grisea
GCF_000002495.2_MG8,318829,Pyricularia oryzae,70-15,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae
GCF_004337985.1_ASM433798v1,1578925,Pyricularia pennisetigena,Br36,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia pennisetigena
GCA_019328425.1_ASM1932842v1,2853973,Pyricularia sp. 18-2,18-2
GCA_004337975.1_PspLS,403063,Pyricularia sp. CBS 133598,NI919,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia sp. CBS 133598
GCA_024516145.1_Pyrdom1,47205,Pyronema domesticum,CBS 144463,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Pyronema,Pyronema domesticum
GCA_024516155.1_Pyrom1,337075,Pyronema omphalodes,CBS 144459,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Pyronema,Pyronema omphalodes
GCA_002287475.2_ASM228747v2,2282107,Pyrrhoderma noxium,FFPRI411160,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma,Pyrrhoderma noxium
GCA_004016185.1_ASM401618v1,363177,Quambalaria eucalypti,CMW1101,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Microstromatales,Quambalariaceae,Quambalaria,Quambalaria eucalypti
GCA_002077065.1_ASM207706v1,1507870,Rachicladosporium antarcticum,CCFEE 5527,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium antarcticum
GCA_002077045.2_ASM207704v2,1974281,Rachicladosporium sp. CCFEE 5018,CCFEE 5018,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Cladosporiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium sp. CCFEE 5018
GCA_910592135.1_Racocetra_fulgida_IN212,60492,Racocetra fulgida,IN212,Mucoromycota,Glomeromycotina,Glomeromycetes,,Diversisporales,Gigasporaceae,Racocetra,Racocetra fulgida
GCA_910592285.1_Racocetra_persica_MA461A,160502,Racocetra persica,MA461A,Mucoromycota,Glomeromycotina,Glomeromycetes,,Diversisporales,Gigasporaceae,Racocetra,Racocetra persica
GCA_014905255.1_Rac_1.0,2684246,Racodium therryanum,Rac09Pj11-1,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Racodiales,Racodiaceae,Racodium,Racodium therryanum
GCA_002778245.1_ASM277824v1,45341,Raffaelea albimanens,CBS 271.70,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea albimanens
GCA_002778195.1_ASM277819v1,45346,Raffaelea ambrosiae,CBS 185.64,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea ambrosiae
GCA_002778165.1_ASM277816v1,45342,Raffaelea arxii,CBS 273.70,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea arxii
GCA_019925385.1_ASM1992538v1,577119,Raffaelea deltoideospora,VPRI43720,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea deltoideospora
GCA_014183025.1_ASM1418302v1,483707,Raffaelea lauricola,RL4,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea lauricola
GCA_002777955.1_ASM277795v1,2036197,Raffaelea sp. RL272,RL272,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Raffaelea,Raffaelea sp. RL272
GCA_003073195.1_RamPxa02_v1.0,86788,Ramalina intermedia,YAF0013,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Ramalinaceae,Ramalina,Ramalina intermedia
GCA_001956345.1_RamPxa01_v1,475428,Ramalina peruviana,YAF0012,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Ramalinaceae,Ramalina,Ramalina peruviana
GCA_003316465.1_ASM331646v1,2016387,Ramaria cf. rubripermanens,MG17,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gomphaceae,Ramaria,Ramaria cf. rubripermanens
GCA_015039355.1_Ramac1,113071,Ramaria rubella,UT-36052-T,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gomphaceae,Ramaria,Ramaria rubella
GCA_003314545.1_ASM331454v1,2175970,Ramaria sp. MG151,MG151,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Gomphales,Gomphaceae,Ramaria,Ramaria sp. MG151
GCA_002368545.1_ASM236854v1,508918,Ramichloridium luteum,CPC 18961,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Dissoconiaceae,Ramichloridium,Ramichloridium luteum
GCA_013461505.1_ASM1346150v1,475927,Ramularia coccinea,NJWW,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Ramularia,Ramularia coccinea
GCF_900074925.1_version_1,112498,Ramularia collo-cygni,URUG2,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Ramularia,Ramularia collo-cygni
GCA_002116395.1_ASM211639v1,43215,Ramularia endophylla,CBS 113265,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Ramularia,Ramularia endophylla
GCF_000968595.1_ASM96859v1,68825,Rasamsonia emersonii,CBS 393.64,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia emersonii
GCA_003316065.1_ASM331606v1,1282276,Retiboletus ornatipes,MG30,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Retiboletus,Retiboletus ornatipes
GCA_001557505.1_ASM155750v1,1028407,Reticulascus tulasneorum,NRRL18230,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Glomerellales,Reticulascaceae,Reticulascus,Reticulascus tulasneorum
GCA_020746875.1_Rhesp1,2042821,Rhexocercosporidium sp. MPI-PUGE-AT-0058,MPI-PUGE-AT-0058,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhexocercosporidium,Rhexocercosporidium sp. MPI-PUGE-AT-0058
GCF_000835555.1_Rhin_mack_CBS_650_93_V1,86056,Rhinocladiella mackenziei,CBS 650.93,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella mackenziei
GCA_024082115.1_ASM2408211v1,319420,Rhinocladiella similis,Poitiers_1,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella similis
GCA_002104985.1_Rhihy1,329046,Rhizoclosmatium globosum,JEL800,Chytridiomycota,,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Rhizoclosmatium,Rhizoclosmatium globosum
GCF_016906535.1_ASM1690653v1,456999,Rhizoctonia solani,AG-1 IA,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani
GCA_010015805.1_Rhili1,1504668,Rhizodiscina lignyota,CBS 133067,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Aulographales,Rhizodiscinaceae,Rhizodiscina,Rhizodiscina lignyota
GCA_000611695.1_RhzM_1.0,4839,Rhizomucor miehei,CAU432,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor miehei
GCA_900175165.2_FCH_5_7,4840,Rhizomucor pusillus,,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor pusillus
GCA_015698045.1_RCL21,94130,Rhizophagus clarus,HR1,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus clarus
GCF_000439145.1_ASM43914v3,588596,Rhizophagus irregularis DAOM 181602=DAOM 197198,DAOM 197198,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus irregularis
GCA_019425655.1_ASM1942565v1,2650738,Rhizophagus prolifer,CMCC/AM-1901,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus prolifer
GCA_021464375.1_ASM2146437v1,2792439,Rhizophagus sp. LPA8_1_AMF,LPA8_1_AMF,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_1_AMF
GCA_021464405.1_ASM2146440v1,2792440,Rhizophagus sp. LPA8_3_AMF,LPA8_3_AMF,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_3_AMF
GCA_021464525.1_ASM2146452v1,2792441,Rhizophagus sp. LPA8_4_AMF,LPA8_4_AMF,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_4_AMF
GCA_003549995.1_ASM354999v1,1803374,Rhizophagus sp. MUCL 43196,MUCL 43196,Mucoromycota,Glomeromycotina,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. MUCL 43196
GCA_002214945.1_ASM221494v1,64517,Rhizophlyctis rosea,NBRC 105426,Chytridiomycota,,Chytridiomycetes,,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea
GCA_002995455.1_Bonito1a_Rhifus_1.0,87122,Rhizopogon fuscorubens,AM-Bonito1a,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon fuscorubens
GCA_002994995.1_Trappe36296_Rhihaw_1.0,98233,Rhizopogon hawkerae,AM-Trappe36296,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon hawkerae
GCA_002994865.1_Trappe36302_Rhipar_1.0,87126,Rhizopogon parksii,AM-Trappe36302,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon parksii
GCA_930272055.1_Rhizopogon_roseolus_Mykothek_Nr_97.03_genome,90004,Rhizopogon roseolus,Mykothek Nr 97.03,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon roseolus
GCA_002995055.1_MX12-043c_Rhirud_1.0,181343,Rhizopogon rudus,AM-MX12-043c,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon rudus
GCA_002995475.1_AZ12-036_RhiSal_1.0,176626,Rhizopogon salebrosus,AM-AZ12-036,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon salebrosus
GCA_002995095.1_CA11-027_RhiSpnov_1.0,2107715,Rhizopogon sp. AM-2018a,AM-CA11-027,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon sp. AM-2018a
GCA_001882365.1_Rves_AM-OR11-056_1.0,180088,Rhizopogon vesiculosus,AM-OR11-056,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vesiculosus
GCA_002995315.1_UT12-148a_Rhivil_1.0,80599,Rhizopogon villosulus,AM-UT12-148a,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon villosulus
GCA_001658105.1_Rhivi1,80600,Rhizopogon vinicolor,AM-OR11-026,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vinicolor
GCA_002995295.1_UT12-125_Rhivul_1.0,36057,Rhizopogon vulgaris,AM-UT12-125,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vulgaris
GCA_024220505.1_ASM2422050v1,64495,Rhizopus arrhizus,Y5,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus oryzae
GCA_003325435.1_Razy_CA,86630,Rhizopus azygosporus,CBS 357.93,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus azygosporus
GCA_000149305.1_RO3,936053,Rhizopus delemar,RA 99-880,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus delemar
GCF_002708625.1_Rhimi1_1,58291,Rhizopus microsporus,ATCC 52813,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus microsporus
GCA_000697035.1_RhiStoB9770-1.0,4846,Rhizopus stolonifer,B9770,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus stolonifer
GCA_015501585.1_Rhobut1_1,206335,Rhodocollybia butyracea,AH 40177,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia butyracea
GCF_022264815.1_Fomros1,34475,Rhodofomes roseus,CIRM-BRFM 1785,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis rosea
GCA_920104245.1_Hybrid_genome_assembly,86837,Rhodotorula babjevae,CBS 7808,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula babjevae
GCA_006352295.1_UMAN_Rdio_1.0,5288,Rhodotorula diobovata,UCD-FST 08-225,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata
GCA_015501985.1_ASM1550198v1,5535,Rhodotorula glutinis,ZHK,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis
GCF_001329695.1_Rhoba1_1,29898,Rhodotorula graminis,WP1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis
GCA_019926025.1_ASM1992602v1,86836,Rhodotorula kratochvilovae,YM25235,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula kratochvilovae
GCA_003055205.1_ASM305520v1,5537,Rhodotorula mucilaginosa,JGTA-S1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa
GCA_005281665.1_ASM528166v1,86838,Rhodotorula paludigena,CM33,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena
GCA_021654155.1_ASM2165415v1,2909583,Rhodotorula sp. CC01,CC01,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CC01
GCA_005059875.1_ASM505987v1,1965284,Rhodotorula sp. CCFEE 5036,CCFEE 5036,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CCFEE 5036
GCA_001914285.1_FNED7-bin-22,1928479,Rhodotorula sp. FNED7-22,FNED7-22,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. FNED7-22
GCA_001541205.1_Rhosp1,1305733,Rhodotorula sp. JG-1b,JG-1b,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. JG-1b
GCA_023628275.1_ASM2362827v1,2939542,Rhodotorula sp. M30-05A-2,M30-05A-2
GCA_023628235.1_ASM2362823v1,2939543,Rhodotorula sp. S30-09,S30-09
GCA_019059545.1_ASM1905954v1,2834069,Rhodotorula sp. VS67,VS67
GCA_009806315.1_ASM980631v1,2302991,Rhodotorula sp. ZM1,ZM1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. ZM1
GCA_002922495.1_ASM292249v1,741276,Rhodotorula taiwanensis,MD1149,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis
GCF_000320785.1_RHOziaDV1.0,5286,Rhodotorula toruloides,NP11,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides
GCA_900074905.1_version_1,914238,Rhynchosporium agropyri,04CH-RAC-A.6.1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium agropyri
GCA_900074885.1_version_1,914237,Rhynchosporium commune,UK7,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium commune
GCA_900074895.1_version_1,38038,Rhynchosporium secalis,02CH4-6a.1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,,Rhynchosporium,Rhynchosporium secalis
GCA_000467735.1_ASM46773v1,37885,Rhytidhysteron rufulum,CBS 306.38,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Hysteriales,Hysteriaceae,Rhytidhysteron,Rhytidhysteron rufulum
GCA_004355085.1_Ricmel1,50990,Rickenella mellea,SZMC22713,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,,Rickenella,Rickenella mellea
GCA_021209875.1_ASM2120987v1,77044,Rosellinia necatrix,R18_UHMW+HMW,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,Rosellinia,Rosellinia necatrix
GCA_022497145.1_Roster1,392036,Rostrohypoxylon terebratum,CBS 119137,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Rostrohypoxylon,Rostrohypoxylon terebratum
GCA_022813625.1_ASM2281362v1,1538327,Roussoella neopustulans,FJI-L9-BK-P1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Thyridariaceae,Roussoella,Roussoella neopustulans
GCA_000442015.1_Rozella_k41_t100,281847,Rozella allomycis,CSF55,Cryptomycota,,,,,,Rozella,Rozella allomycis
GCA_023509875.1_ASM2350987v1,144049,Rugonectria rugulosa,CBS 126565,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Rugonectria,Rugonectria rugulosa
GCA_018221805.1_ASM1822180v1,1611796,Rugosomyces carneus,D47,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Rugosomyces,Rugosomyces carneus
GCA_011316305.1_ASM1131630v1,88742,Rusavskia elegans,YAF01,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Teloschistales,Teloschistaceae,Rusavskia,Rusavskia elegans
GCA_003313715.1_ASM331371v1,482377,Russula abietina,MG143,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula abietina
GCA_003313875.1_ASM331387v1,2017508,Russula aff. compacta,MG44,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. compacta
GCA_022496225.1_Rusrug1,1897646,Russula aff. rugulosa BPL654,BPL654,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. rugulosa BPL654
GCA_022496215.1_Rusbre1,98861,Russula brevipes,BPL707,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula brevipes
GCA_022376555.1_Ruscom1,40490,Russula compacta,BPL669,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula compacta
GCA_022376545.1_Rusdis1,258981,Russula dissimulans,BPL704,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula dissimulans
GCA_015178925.1_Ruseme1,152958,Russula emetica,Prilba,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula emetica
GCA_003316565.1_ASM331656v1,131541,Russula foetens,MG47,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula foetens
GCA_022884055.1_ASM2288405v1,466936,Russula griseocarnosa,E138,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula griseocarnosa
GCA_003316425.1_ASM331642v1,152963,Russula lepida,MG46,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula lepida
GCA_015178965.1_Rusoch1,152965,Russula ochroleuca,Prilba,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula ochroleuca
GCA_003313725.1_ASM331372v1,2175969,Russula sp. MG48,MG48,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula sp. MG48
GCA_022376525.1_Rusvin1,517384,Russula vinacea,BPL710,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula vinacea
GCA_003316435.1_ASM331643v1,71688,Russula virescens,MG14,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula virescens
GCA_002946425.1_ASM294642v1,2070414,Rutstroemia sp. NJR-2017a BBW,NJR-2017a BBW,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a BBW
GCA_002946415.1_ASM294641v1,2070413,Rutstroemia sp. NJR-2017a BVV2,NJR-2017a BVV2,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a BVV2
GCA_002946385.1_ASM294638v1,2070412,Rutstroemia sp. NJR-2017a WRK4,NJR-2017a WRK4,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a WRK4
