ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_019425655.1,Rhizophagus prolifer,CMCC/AM-1901,2650738,2;3;5;9;A;J;N;P;PRJNA392539;R,98955991,4108,ASM1942565v1
GCA_021464375.1,Rhizophagus sp. LPA8_1_AMF,LPA8_1_AMF,2792439,0;4;6;7;9;A;J;N;P;PRJNA670049;R,117195787,14835,ASM2146437v1
GCA_021464405.1,Rhizophagus sp. LPA8_3_AMF,LPA8_3_AMF,2792440,0;4;6;7;9;A;J;N;P;PRJNA670049;R,116806489,14792,ASM2146440v1
GCA_021464525.1,Rhizophagus sp. LPA8_4_AMF,LPA8_4_AMF,2792441,0;4;6;7;9;A;J;N;P;PRJNA670049;R,117201134,14675,ASM2146452v1
GCA_003549995.1,Rhizophagus sp. MUCL 43196,MUCL 43196,1803374,0;1;3;4;A;J;N;P;PRJNA430014;R,125863196,22323,ASM354999v1
GCA_027596075.1,Rhizophlyctis rosea,JEL0764,64517,1;4;6;7;9;A;J;N;P;PRJNA619747;R,48149512,51757,ASM2759607v1
GCA_002995455.1,Rhizopogon fuscorubens,AM-Bonito1a,87122,0;2;3;4;6;A;J;N;P;PRJNA436024;R,37669127,1068,Bonito1a_Rhifus_1.0
GCA_002994995.1,Rhizopogon hawkerae,AM-Trappe36296,98233,0;2;3;4;6;A;J;N;P;PRJNA436024;R,36992390,2340,Trappe36296_Rhihaw_1.0
GCA_002994865.1,Rhizopogon parksii,AM-Trappe36302,87126,0;2;3;4;6;A;J;N;P;PRJNA436024;R,35801119,3197,Trappe36302_Rhipar_1.0
GCA_930272055.1,Rhizopogon roseolus,Mykothek Nr 97.03,90004,0;5;7;9;B;E;J;P;PRJEB50709;R,37675430,60878,Rhizopogon roseolus Mykothek Nr 97.03 genome
GCA_002995055.1,Rhizopogon rudus,AM-MX12-043c,181343,0;2;3;4;6;A;J;N;P;PRJNA436024;R,37101101,11810,MX12-043c_Rhirud_1.0
GCA_029603245.1,Rhizopogon salebrosus TDB-379,TDB-379,632084,2;3;9;A;J;N;P;PRJNA333299;R,82271765,16486,Rhisa1
GCA_002995095.1,Rhizopogon sp. AM-2018a,AM-CA11-027,2107715,0;2;3;4;6;A;J;N;P;PRJNA436024;R,36450972,9411,CA11-027_RhiSpnov_1.0
GCA_001882365.1,Rhizopogon vesiculosus,AM-OR11-056,180088,1;3;7;A;J;N;P;PRJNA313117;R,43780879,7875,Rves_AM-OR11-056_1.0
GCA_002995315.1,Rhizopogon villosulus,AM-UT12-148a,80599,0;2;3;4;6;A;J;N;P;PRJNA436024;R,33267124,1544,UT12-148a_Rhivil_1.0
GCA_001658105.1,Rhizopogon vinicolor AM-OR11-026,AM-OR11-026,1314800,0;1;5;6;8;9;A;J;N;P;PRJNA196085;R,36102320,33087,Rhivi1
GCA_002995295.1,Rhizopogon vulgaris,AM-UT12-125,36057,0;2;3;4;6;A;J;N;P;PRJNA436024;R,29517789,3688,UT12-125_Rhivul_1.0
GCA_024220505.1,Rhizopus arrhizus,Y5,64495,0;1;4;8;9;A;J;N;P;PRJNA814049;R,50257186,1791927,ASM2422050v1
GCA_003325435.1,Rhizopus azygosporus,CBS 357.93,86630,0;1;4;6;8;A;J;N;P;PRJNA418064;R,39022965,12567,Razy_CA
GCA_000149305.1,Rhizopus delemar RA 99-880,RA 99-880,246409,0;1;3;6;A;J;N;P;PRJNA13066;R,46087117,303659,RO3
GCF_002708625.1,Rhizopus microsporus ATCC 52813,ATCC 52813,1340429,0;2;5;7;9;A;J;N;P;PRJNA205957;R,25972395,69381,Rhimi1_1
GCA_025529335.1,Rhizopus sp. PT2906,PT2906,2950514,1;2;3;8;A;J;N;P;PRJNA833221;R,50205479,70309,ASM2552933v1
GCA_000697035.1,Rhizopus stolonifer B9770,B9770,1274793,1;4;6;8;A;J;N;P;PRJNA184886;R,38025998,23193,RhiStoB9770-1.0
GCA_015501585.1,Rhodocollybia butyracea,AH 40177,206335,0;3;A;J;N;P;PRJNA333300;R,96282412,155419,Rhobut1_1
GCF_022264815.1,Rhodofomes roseus,CIRM-BRFM 1785,34475,0;2;4;A;J;N;P;PRJNA444024;R,38369625,1142371,Fomros1
GCA_029873605.1,Rhodosporidiobolus sp. SP3-4,SP3-4,3021964,1;2;5;6;9;A;J;N;P;PRJNA925116;R,24395395,219522,ASM2987360v1
GCA_920104245.2,Rhodotorula babjevae,CBS 7808,86837,4;5;7;8;B;E;J;P;PRJEB48745;R,21862387,1067634,Hybrid genome assembly and annotation
GCA_006352295.1,Rhodotorula diobovata,UCD-FST 08-225,5288,3;4;7;8;A;J;N;P;PRJNA473833;R,21142622,82556,UMAN_Rdio_1.0
GCA_920103745.3,Rhodotorula glutinis,CBS 20,5535,4;5;7;8;B;E;J;P;PRJEB48745;R,22884177,1088897,Hybrid genome assembly and annotation
GCF_001329695.1,Rhodotorula graminis WP1,WP1,578459,1;2;3;7;A;J;N;P;PRJNA32711;R,21013998,167431,Rhoba1_1
GCA_019926025.1,Rhodotorula kratochvilovae,YM25235,86836,0;3;7;8;9;A;J;N;P;PRJNA739038;R,23718404,1067950,ASM1992602v1
GCA_024748845.1,Rhodotorula mucilaginosa,JY1105,5537,2;5;7;8;A;J;N;P;PRJNA855278;R,20310807,1136838,ASM2474884v1
GCA_033458335.1,Rhodotorula paludigena,LL69-1,86838,0;1;2;3;4;5;A;J;N;P;PRJNA1025134;R,20987037,470496,ASM3345833v1
GCA_021654155.1,Rhodotorula sp. CC01,CC01,2909583,2;5;6;7;8;9;A;J;N;P;PRJNA796258;R,19925548,325180,ASM2165415v1
GCA_005059875.1,Rhodotorula sp. CCFEE 5036,CCFEE 5036,1965284,2;3;4;8;A;J;N;P;PRJNA342238;R,19072598,256314,ASM505987v1
GCA_030867695.1,Rhodotorula sp. CP72-2,CP72-2,3031063,2;3;5;8;9;A;J;N;P;PRJNA938253;R,21358924,218585,ASM3086769v1
GCA_001914285.1,Rhodotorula sp. FNED7-22,FNED7-22,1928479,0;2;3;4;5;A;J;N;P;PRJNA354502;R,16339983,5458,FNED7-bin-22
GCA_001541205.1,Rhodotorula sp. JG-1b,JG-1b,1305733,0;1;5;7;9;A;J;N;P;PRJNA195770;R,19393393,280417,Rhosp1
GCA_023628275.1,Rhodotorula sp. M30-05A-2,M30-05A-2,2939542,1;2;3;8;A;J;N;P;PRJNA833221;R,20224578,78061,ASM2362827v1
GCA_028828645.1,Rhodotorula sp. PL61-2,PL61-2,3017170,1;3;6;9;A;J;N;P;PRJNA916391;R,21374169,265976,ASM2882864v1
GCA_023628235.1,Rhodotorula sp. S30-09,S30-09,2939543,1;2;3;8;A;J;N;P;PRJNA833221;R,18521032,379641,ASM2362823v1
GCA_019059545.1,Rhodotorula sp. VS67,VS67,2834069,1;2;6;7;A;J;N;P;PRJNA727621;R,20263449,350365,ASM1905954v1
GCA_009806315.1,Rhodotorula sp. ZM1,ZM1,2302991,2;4;5;6;8;A;J;N;P;PRJNA486254;R,19201912,178286,ASM980631v1
GCA_024713535.1,Rhodotorula sphaerocarpa,GDMCC 60679,86839,2;3;6;8;A;J;N;P;PRJNA862326;R,18031004,1074774,ASM2471353v1
GCA_002922495.1,Rhodotorula taiwanensis,MD1149,741276,2;3;5;8;A;J;N;P;PRJNA352283;R,19568495,345821,ASM292249v1
GCF_000320785.1,Rhodotorula toruloides NP11,NP11,1130832,1;3;5;6;8;9;A;J;N;P;PRJNA169538;R,20223942,163970,RHOziaDV1.0
GCA_900074905.1,Rhynchosporium agropyri,04CH-RAC-A.6.1,914238,0;1;2;9;B;E;J;P;PRJEB12900;R,52477121,127091,version 1
GCA_900074885.1,Rhynchosporium commune,UK7,914237,1;2;7;8;9;B;E;J;P;PRJEB12897;R,55639110,274555,version 1
GCA_900074895.1,Rhynchosporium secalis,02CH4-6a.1,38038,1;2;8;9;B;E;J;P;PRJEB12899;R,49411302,55015,version 1
GCA_033297075.1,Rhypophila decipiens,PSN293,261697,0;3;5;7;9;A;J;N;P;PRJNA953070;R,47086504,167882,Poddec1
GCA_000467735.1,Rhytidhysteron rufulum CBS 306.38,CBS 306.38,1136865,1;7;8;9;A;J;N;P;PRJNA81799;R,39856753,26865,ASM46773v1
GCA_004355085.1,Rickenella mellea,SZMC22713,50990,0;3;4;7;8;A;J;N;P;PRJNA334780;R,45069463,121169,Ricmel1
GCA_029378245.1,Roridomyces roridus,9284,1738132,1;3;5;8;9;A;J;N;P;PRJNA538199;R,91122911,1221738,Rorror1
GCA_021209875.1,Rosellinia necatrix,R18_UHMW+HMW,77044,1;2;7;9;A;J;N;P;PRJNA727191;R,49113603,5164013,ASM2120987v1
GCA_022497145.1,Rostrohypoxylon terebratum,CBS 119137,392036,5;6;7;8;A;J;N;P;PRJNA567568;R,37279361,193892,Roster1
GCA_000442015.1,Rozella allomycis CSF55,CSF55,988480,1;4;7;8;9;A;J;N;P;PRJNA81749;R,11859274,48693,Rozella_k41_t100
GCA_023509875.1,Rugonectria rugulosa,CBS 126565,144049,0;1;2;6;7;8;A;J;N;P;PRJNA826071;R,46955649,32977,ASM2350987v1
GCA_018221805.1,Rugosomyces carneus,D47,1611796,1;4;6;7;A;J;N;P;PRJNA417766;R,58963700,2755,ASM1822180v1
GCA_011316305.1,Rusavskia elegans,YAF01,88742,1;3;5;A;J;N;P;PRJNA511131;R,44317579,385707,ASM1131630v1
GCA_003313715.1,Russula abietina,MG143,482377,2;4;5;7;A;J;N;P;PRJNA454572;R,53599711,8918,ASM331371v1
GCA_003313875.1,Russula aff. compacta,MG44,2017508,2;4;5;7;A;J;N;P;PRJNA454572;R,75580499,7467,ASM331387v1
GCA_022496225.1,Russula aff. rugulosa BPL654,BPL654,1897646,0;3;4;7;8;A;J;N;P;PRJNA340738;R,43452339,106850,Rusrug1
GCA_022496215.1,Russula brevipes,BPL707,98861,1;3;5;A;J;N;P;PRJNA331553;R,48529157,153050,Rusbre1
GCA_022376555.1,Russula compacta,BPL669,40490,0;3;4;5;7;A;J;N;P;PRJNA345704;R,45678814,135989,Ruscom1
GCA_022376545.1,Russula dissimulans,BPL704,258981,1;3;4;5;A;J;N;P;PRJNA331554;R,44689478,288528,Rusdis1
GCA_025769875.1,Russula earlei,BPL698,71964,1;2;4;5;6;7;A;J;N;P;PRJNA571624;R,70012961,76523,Rusear1
GCA_015178925.1,Russula emetica,Prilba,152958,2;4;5;7;A;J;N;P;PRJNA572472;R,55121418,533037,Ruseme1
GCA_003316565.1,Russula foetens,MG47,131541,2;4;5;7;A;J;N;P;PRJNA454572;R,49881810,9369,ASM331656v1
GCA_022884055.1,Russula griseocarnosa,E138,466936,1;2;3;7;9;A;J;N;P;PRJNA719232;R,50605217,337215,ASM2288405v1
GCA_003316425.1,Russula lepida,MG46,152963,2;4;5;7;A;J;N;P;PRJNA454572;R,41450637,26376,ASM331642v1
GCA_015178965.1,Russula ochroleuca,Prilba,152965,0;4;6;A;J;N;P;PRJNA460404;R,44738512,1153059,Rusoch1
GCA_003313725.1,Russula sp. MG48,MG48,2175969,2;4;5;7;A;J;N;P;PRJNA454572;R,64797397,11867,ASM331372v1
GCA_022376525.1,Russula vinacea,BPL710,517384,0;3;4;5;7;A;J;N;P;PRJNA345707;R,43280073,178990,Rusvin1
GCA_003316435.1,Russula virescens,MG14,71688,2;4;5;7;A;J;N;P;PRJNA454572;R,64394182,28322,ASM331643v1
GCA_002946425.1,Rutstroemia sp. NJR-2017a BBW,NJR-2017a BBW,2070414,2;3;8;9;A;J;N;P;PRJNA389323;R,41919240,1238013,ASM294642v1
GCA_002946415.1,Rutstroemia sp. NJR-2017a BVV2,NJR-2017a BVV2,2070413,2;3;8;9;A;J;N;P;PRJNA389323;R,43401613,973512,ASM294641v1
GCA_002946385.1,Rutstroemia sp. NJR-2017a WRK4,NJR-2017a WRK4,2070412,2;3;8;9;A;J;N;P;PRJNA389323;R,42311284,459069,ASM294638v1
GCA_000812895.1,Rutstroemia sydowiana,CBS 115975,54687,0;1;2;4;5;A;J;N;P;PRJNA254410;R,51994176,14699,ASM81289v1
GCA_022345705.2,Sabuloglossum arenarium,OHW4XY2QZN,1265596,1;4;5;8;A;J;N;P;PRJNA481554;R,32533234,46719,ASM2234570v2
GCA_010015785.1,Saccharata proteae CBS 121410,CBS 121410,1314787,0;1;2;6;7;9;A;J;N;P;PRJNA196072;R,31432921,136689,Sacpr1
GCA_019431265.1,Saccharomyces bayanus,FM677,4931,1;2;3;4;7;A;J;N;P;PRJNA741321;R,12163509,913400,ASM1943126v1
GCA_026225675.1,Saccharomyces boulardii (nom. inval.),KCTC 13826BP,252598,0;1;8;9;A;J;N;P;PRJNA891108;R,12971764,1117196,ASM2622567v1
GCA_009665555.1,Saccharomyces cerevisiae x Saccharomyces eubayanus,yHQL630,1684324,2;5;8;9;A;J;N;P;PRJNA522928;R,22997708,128729,ASM966555v1
GCA_009667055.1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,yHQL563,2528333,2;5;8;9;A;J;N;P;PRJNA522928;R,30151025,182305,ASM966705v1
GCA_009666275.1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,yHAB34,1470621,2;5;8;9;A;J;N;P;PRJNA522928;R,24616105,51430,ASM966627v1
GCA_030578135.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,CEG,332112,1;2;4;6;9;A;J;N;P;PRJNA941226;R,15391483,345452,HGU_ScerxSkud_CEG
GCA_009666465.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,yHQL560,2528332,2;5;8;9;A;J;N;P;PRJNA522928;R,25461532,131371,ASM966646v1
GCA_013180725.1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,CBS 2834,1431717,2;5;8;9;A;J;N;P;PRJNA522928;R,27077808,50496,ASM1318072v1
GCA_013180185.1,Saccharomyces cerevisiae x Saccharomyces uvarum,Muri,489137,2;5;8;9;A;J;N;P;PRJNA522928;R,22945418,62871,ASM1318018v1
GCF_001298625.1,Saccharomyces eubayanus,FM1318,1080349,0;2;3;4;9;A;J;N;P;PRJNA243390;R,11670174,197643,SEUB3.0
GCA_009666385.1,Saccharomyces eubayanus x Saccharomyces uvarum,yHQL555,1911678,2;5;8;9;A;J;N;P;PRJNA522928;R,11947418,284335,ASM966638v1
GCA_900290405.1,Saccharomyces jurei,,1987369,1;2;4;6;8;B;E;J;P;PRJEB24816;R,11833026,738741,SacJureiUoM1
GCF_947243775.1,Saccharomyces kudriavzevii IFO 1802,IFO1802,226230,0;5;7;B;E;J;P;PRJEB57075;R,11913776,901691,Skud-IFO1802
GCF_947241705.1,Saccharomyces mikatae IFO 1815,IFO1815,226126,0;5;7;B;E;J;P;PRJEB57075;R,12104871,811203,Smik-IFO1815
GCF_002079055.1,Saccharomyces paradoxus,CBS432,27291,2;4;5;7;B;E;J;P;PRJEB7245;R,12021328,835812,ASM207905v1
GCA_011022315.1,Saccharomyces pastorianus,CBS 1483,27292,2;5;6;9;A;J;N;P;PRJNA522669;R,22966002,812113,ASM1102231v1
GCA_002375215.1,Saccharomyces sp. M14,M14,1337648,0;1;3;4;5;9;A;J;N;P;PRJNA349105;R,22766700,570571,ASM237521v1
GCA_947243795.1,Saccharomyces uvarum,ZP964,230603,0;5;7;B;E;J;P;PRJEB57075;R,11715280,920918,Suva-ZP964
GCA_029303855.1,Saccharomycetaceae sp.,CTeuk-1819,1769366,0;1;3;8;9;A;J;N;P;PRJNA810309;R,8536924,144995,ASM2930385v1
GCA_029290875.1,Saccharomycetales sp.,CTeuk-1144,1891166,0;1;3;8;9;A;J;N;P;PRJNA810309;R,10661328,806743,ASM2929087v1
GCA_026724345.1,Saccharomycetales sp. AC06,AC06,2901197,4;6;7;8;A;J;N;P;PRJNA786477;R,23628602,19226,ASM2672434v1
GCA_023628935.1,Saccharomycetales sp. PK3305,PK3305,2939544,1;2;3;8;A;J;N;P;PRJNA833221;R,12338913,770310,ASM2362893v1
GCA_023628915.1,Saccharomycetales sp. Y4102,Y4102,2939545,1;2;3;8;A;J;N;P;PRJNA833221;R,10698156,322756,ASM2362891v1
GCA_030580355.1,Saccharomycetales sp. yHKB357,yHKB357,2866372,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15595841,19773,ASM3058035v1
GCF_020623625.1,Saccharomycodes ludwigii,NBRC 1722,36035,0;2;3;6;8;A;J;N;P;PRJNA28063;R,12500424,1676928,UHD_SCDLUD_16
GCA_029299855.1,Saccharomycopsidaceae sp.,CTeuk-1920,2306475,0;1;3;8;9;A;J;N;P;PRJNA810309;R,22203071,19743,ASM2929985v1
GCA_031125765.1,Saccharomycopsis amapae,CBS 7872,51913,1;2;3;7;9;A;J;N;P;PRJNA977123;R,14931499,153752,ASM3112576v1
GCA_031125705.1,Saccharomycopsis babjevae,CBS 9167,369742,1;2;3;7;9;A;J;N;P;PRJNA977123;R,14481683,197585,ASM3112570v1
GCA_031125595.1,Saccharomycopsis capsularis,CBS 7262,36036,1;2;3;7;9;A;J;N;P;PRJNA977123;R,17252496,541473,ASM3112559v1
GCA_031125575.1,Saccharomycopsis crataegensis,CBS 6448,43959,1;2;3;7;9;A;J;N;P;PRJNA977123;R,15051348,110820,ASM3112557v1
GCA_002564245.1,Saccharomycopsis fermentans,CBS 7830,53486,1;2;3;4;5;A;J;N;P;PRJNA251344;R,14461413,319186,ASM256424v1
GCA_001936155.1,Saccharomycopsis fibuligera,KPH12,4944,1;2;5;6;9;A;J;N;P;PRJNA295615;R,19567216,3000806,KPH12
GCA_001936135.1,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,KJJ81,1725355,1;2;4;5;6;9;A;J;N;P;PRJNA295614;R,38516460,3014088,KJJ81
GCA_002564235.1,Saccharomycopsis fodiens,CBS 8332,1305767,1;2;3;4;5;A;J;N;P;PRJNA251344;R,14948151,533110,ASM256423v1
GCA_030578595.1,Saccharomycopsis guyanensis,CBS 12914,1379279,2;3;4;6;7;A;J;N;P;PRJNA736342;R,13869514,885145,ASM3057859v1
GCA_031125485.1,Saccharomycopsis javanensis,CBS 2555,43983,1;2;3;7;9;A;J;N;P;PRJNA977123;R,14265942,208007,ASM3112548v1
GCA_031125475.1,Saccharomycopsis lassenensis,CBS 8524,130813,1;2;3;7;9;A;J;N;P;PRJNA977123;R,12860876,415112,ASM3112547v1
GCA_004014935.1,Saccharomycopsis malanga,KCN26,44092,1;2;4;5;6;8;A;J;N;P;PRJNA421856;R,16778506,3137114,ASM401493v1
GCA_031125455.1,Saccharomycopsis microspora,CBS 6393,65477,1;2;3;7;9;A;J;N;P;PRJNA977123;R,15837378,525497,ASM3112545v1
GCA_030571755.1,Saccharomycopsis olivae (nom. inval.),CBS 12701,1305769,2;3;4;6;7;A;J;N;P;PRJNA736342;R,12152929,113168,ASM3057175v1
GCA_031125405.1,Saccharomycopsis oosterbeekiorum,CBS 14943,2268993,1;2;3;7;9;A;J;N;P;PRJNA977123;R,13576448,169503,ASM3112540v1
GCA_020342235.1,Saccharomycopsis phalluae,GUCC 202006,2826930,1;2;3;5;7;8;A;J;N;P;PRJNA721835;R,14148124,1822654,ASM2034223v1
GCA_010994365.1,Saccharomycopsis schoenii,CBS 7425,44080,1;2;3;4;5;A;J;N;P;PRJNA251344;R,13790995,255623,ASM1099436v1
GCA_030583325.1,Saccharomycopsis selenospora,NRRL Y-1357,43975,2;3;4;6;7;A;J;N;P;PRJNA736342;R,14908187,144082,ASM3058332v1
GCA_030450195.1,Saccharomycopsis sp. KB-2023a,UFMG-CM-Y6991,3044176,1;2;3;6;9;A;J;N;P;PRJNA963192;R,13316406,226459,ASM3045019v1
GCA_030564765.1,Saccharomycopsis sp. NRRL Y-5750,NRRL Y-5750,2866353,2;3;4;6;7;A;J;N;P;PRJNA736342;R,17035076,157467,ASM3056476v1
GCA_002895615.1,Saccharomycopsis sp. UWO(PS) 91-127.1,UWO(PS) 91-127.1,1504575,1;2;3;4;5;A;J;N;P;PRJNA251344;R,12192213,418369,Sspec
GCA_030490795.1,Saccharomycopsis sp. yHQL182,yHQL182,2866354,2;3;4;6;7;A;J;N;P;PRJNA736342;R,15228241,502090,ASM3049079v1
GCA_031124835.1,Saccharomycopsis synnaedendra,CBS 7763,44079,1;2;3;7;9;A;J;N;P;PRJNA977123;R,15939567,1002529,ASM3112483v1
GCA_031124825.1,Saccharomycopsis vini,CBS 4110,44085,1;2;3;7;9;A;J;N;P;PRJNA977123;R,17394031,30029,ASM3112482v1
GCF_001661265.1,Saitoella complicata NRRL Y-17804,NRRL Y-17804,698492,1;2;6;9;A;J;N;P;PRJNA62119;R,14136186,289829,Saico1
GCA_003942215.1,Saitozyma podzolica,DSM 27192,1890683,0;3;5;6;7;9;A;J;N;P;PRJNA506379;R,29888215,1066819,ASM394221v1
GCA_001600855.1,Saitozyma sp. JCM 24511,JCM 24511,1639000,2;3;5;8;B;D;J;P;PRJDB3556;PRJDB3825;R,28180937,257002,JCM_24511_assembly_v001
GCA_000697495.1,Saksenaea oblongispora B3353,B3353,1357693,1;2;8;9;A;J;N;P;PRJNA211918;R,40754320,109323,SakOblB3353-1.0
GCA_000697055.1,Saksenaea vasiformis B4078,B4078,1274794,1;4;7;8;A;J;N;P;PRJNA184887;R,42502389,79983,SakVasB4078-1.0
GCA_005059885.1,Salinomyces thailandica,CCFEE 6315,706561,2;3;4;8;A;J;N;P;PRJNA342238;R,23880597,285948,ASM505988v1
GCA_029952725.1,Salmacisia buchloeana,OK1,392538,1;2;4;6;7;9;A;J;N;P;PRJNA961724;R,20053587,901006,ASM2995272v1
GCA_001455915.2,Samsoniella hepiali,FENG,797268,0;1;3;5;6;A;J;N;P;PRJNA301665;R,34681960,474778,ASM145591v2
GCA_018985235.1,Sanchytrium tribonematis,X-128,2020955,4;6;8;9;A;J;N;P;PRJNA668694;R,11647285,11281,ASM1898523v1
GCA_001481415.2,Sanghuangporus baumii,821,108892,0;3;4;5;8;A;J;N;P;PRJNA304358;R,31641441,179759,ASM148141v2
GCA_016618145.1,Sanghuangporus lonicericola,SCIM 3001,1659843,3;5;6;7;8;A;J;N;P;PRJNA587366;R,83113497,5820,ASM1661814v1
GCA_009806525.1,Sanghuangporus sanghuang,Kangneng,1659845,1;4;5;6;7;9;A;J;N;P;PRJNA564179;R,34522431,2017503,ASM980652v1
GCA_024703735.1,Sanghuangporus vaninii,CFCC81183,175686,0;2;3;4;6;7;A;J;N;P;PRJNA642370;R,30345695,7784,ASM2470373v1
GCA_033182465.1,Sanghuangporus weigelae,Si20,1659846,0;1;3;5;A;J;N;P;PRJNA1030531;R,33912918,2774212,ASM3318246v1
GCA_032821775.1,Sanguinoderma infundibulare,Cui 17238,2834309,4;7;8;9;A;J;N;P;PRJNA994897;R,48989820,3461589,ASM3282177v1
GCA_900654225.1,Saprochaete fungicola,,1734004,0;3;5;6;B;E;J;P;PRJEB30635;R,20189518,5104597,sapFunA
GCF_902498895.1,Saprochaete ingens,CBS 517.90,2606893,3;7;9;B;E;J;P;PRJEB33997;R,21189208,4992828,sapIngB
GCA_900642975.1,Saprochaete suaveolens,,44074,2;3;6;7;8;B;E;J;P;PRJEB28673;R,24414705,2832392,sapSuaA
GCA_003313825.1,Sarcodon aspratus,MG57,155012,2;4;5;7;A;J;N;P;PRJNA454572;R,35703634,30235,ASM331382v1
GCA_003313065.1,Sarcodon sp. MG97,MG97,2175968,2;4;5;7;A;J;N;P;PRJNA454572;R,32162182,16182,ASM331306v1
GCA_009761415.1,Sarcomyxa edulis,SE1,1755894,3;4;5;8;A;J;N;P;PRJNA483858;R,35651721,1772559,ASM976141v1
GCA_026026355.1,Sarcosagium campestre,Spribille 41927/TS-e1948,286406,3;4;8;A;J;N;P;PRJNA833438;R,20202879,563422,ASM2602635v1
GCA_026026165.1,Sarea resinae,Spribille s.n. 20.10.2019/TS-e1941,273283,3;4;8;A;J;N;P;PRJNA833438;R,25517000,270143,ASM2602616v1
GCA_023628655.1,Sarocladiaceae sp. R1802,R1802,2939547,1;2;3;8;A;J;N;P;PRJNA833221;R,30407125,588496,ASM2362865v1
GCA_008271525.1,Sarocladium brachiariae,HND5,1686168,0;5;9;A;J;N;P;PRJNA505590;R,31862451,3269626,CATAS_Sbra_1.0
GCA_021176775.1,Sarocladium implicatum,TR,1610689,2;6;7;A;J;N;P;PRJNA267627;R,30180565,389533,ASM2117677v1
GCA_030734395.1,Sarocladium kiliense,ZJ-1,45277,0;6;7;9;A;J;N;P;PRJNA997607;R,37625230,2236409,ASM3073439v1
GCA_001972265.1,Sarocladium oryzae,JCM 12450,284135,0;3;4;6;B;D;J;P;PRJDB3556;PRJDB3640;R,32403370,322791,JCM_12450_assembly_v001
GCA_030435815.1,Sarocladium strictum,F4-1,5046,0;5;6;8;9;A;J;N;P;PRJNA856090;R,32378563,4214981,ASM3043581v1
GCA_029379155.1,Sarocladium terricola,RCEF6201,1610694,3;4;7;8;A;J;N;P;PRJNA733847;R,33965804,4414926,ST-P5
GCA_030564945.1,Saturnispora ahearnii,NRRL Y-7555,58633,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9628285,428273,ASM3056494v1
GCA_030571455.1,Saturnispora besseyi,NRRL Y-63574,324744,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9751665,458447,ASM3057145v1
GCA_030462855.1,Saturnispora bothae,UFMG-CM-Y292,1355919,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9190148,263538,ASM3046285v1
GCA_003708095.3,Saturnispora dispora,NRRL Y-1447,29835,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9994084,212203,ASM370809v3
GCA_030560905.1,Saturnispora diversa,NRRL Y-5713,5489,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9779565,233870,ASM3056090v1
GCA_030584985.1,Saturnispora galanensis,CBS 15223,2860394,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9689597,235304,ASM3058498v1
GCA_030570395.1,Saturnispora gosingensis,NRRL Y-48718,756770,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9951825,678584,ASM3057039v1
GCA_003707255.2,Saturnispora hagleri,NRRL Y-27828,297360,1;2;4;9;A;J;N;P;PRJNA429441;R,10171574,292512,ASM370725v2
GCA_030563645.1,Saturnispora halmiae,CBS 11009T,380880,2;3;4;6;7;A;J;N;P;PRJNA736342;R,8496074,417974,ASM3056364v1
GCA_030557035.1,Saturnispora kantuleensis,CBS 15217,2173148,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9533814,270052,ASM3055703v1
GCA_030564545.1,Saturnispora mendoncae,NRRL Y-11515,324741,2;3;4;6;7;A;J;N;P;PRJNA736342;R,8816516,259963,ASM3056454v1
GCA_030581435.1,Saturnispora quitensis,CBS 12184,796594,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10263186,303077,ASM3058143v1
GCA_030579535.1,Saturnispora saitoi,NRRL Y-6671,58634,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9774660,660577,ASM3057953v1
GCA_030563185.1,Saturnispora sanitii,CBS 10864,714657,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9267221,202004,ASM3056318v1
GCA_030563565.1,Saturnispora sekii,CBS 10931T,635123,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9524839,213440,ASM3056356v1
GCA_030570415.1,Saturnispora serradocipensis,NRRL Y-48717,756769,2;3;4;6;7;A;J;N;P;PRJNA736342;R,10222353,317964,ASM3057041v1
GCA_030579555.1,Saturnispora silvae,NRRL Y-6725,52249,2;3;4;6;7;A;J;N;P;PRJNA736342;R,9281073,1074780,ASM3057955v1
